user_id,registration_date,first_sub_date
u_002677,2026-01-08,2026-01-10
u_002678,2026-01-08,
u_002679,2026-01-08,
u_002680,2026-01-08,
u_002681,2026-01-09,2026-01-23
u_002682,2026-01-09,
u_002683,2026-01-09,
u_002684,2026-01-09,
u_002685,2026-01-10,2026-01-31
u_002686,2026-01-10,
u_002687,2026-01-10,
u_002688,2026-01-10,2026-01-12
u_002689,2026-01-11,
u_002690,2026-01-11,
u_002691,2026-01-11,2026-01-22
u_002692,2026-01-11,2026-01-17
u_002693,2026-01-11,
u_002694,2026-01-11,2026-01-13
u_002695,2026-01-11,2026-01-20
u_002696,2026-01-11,2026-01-18
u_002697,2026-01-12,
u_002698,2026-01-12,
u_002699,2026-01-12,
u_002700,2026-01-12,
u_002701,2026-01-12,2026-01-12
u_002702,2026-01-12,2026-01-13
u_002703,2026-01-12,
u_002704,2026-01-12,
u_002705,2026-01-13,
u_002706,2026-01-13,
u_002707,2026-01-13,2026-01-16
u_002708,2026-01-13,
u_002709,2026-01-14,2026-01-20
u_002710,2026-01-14,2026-01-17
u_002711,2026-01-15,2026-01-27
u_002712,2026-01-15,
u_002713,2026-01-15,
u_002714,2026-01-16,
u_002715,2026-01-16,
u_002716,2026-01-17,
u_002717,2026-01-17,
u_002718,2026-01-17,
u_002719,2026-01-17,
u_002720,2026-01-17,
u_002721,2026-01-18,2026-01-19
u_002722,2026-01-18,
u_002723,2026-01-18,2026-01-20
u_002724,2026-01-18,
u_002725,2026-01-18,
u_002726,2026-01-18,
u_002727,2026-01-19,2026-01-19
u_002728,2026-01-19,2026-01-23
u_002729,2026-01-20,2026-01-20
u_002730,2026-01-20,
u_002731,2026-01-21,
u_002732,2026-01-21,
u_002733,2026-01-21,2026-01-27
u_002734,2026-01-21,2026-02-17
u_002735,2026-01-22,2026-01-28
u_002736,2026-01-22,2026-01-22
u_002737,2026-01-22,2026-02-01
u_002738,2026-01-22,
u_002739,2026-01-23,2026-01-25
u_002740,2026-01-23,2026-01-30
u_002741,2026-01-23,
u_002742,2026-01-23,
u_002743,2026-01-23,
u_002744,2026-01-23,
u_002745,2026-01-23,
u_002746,2026-01-23,2026-01-25
u_002747,2026-01-23,2026-02-01
u_002748,2026-01-25,
u_002749,2026-01-26,2026-01-29
u_002750,2026-01-26,2026-01-30
u_002751,2026-01-26,
u_002752,2026-01-26,
u_002753,2026-01-27,2026-02-05
u_002754,2026-01-27,2026-02-03
u_002755,2026-01-27,
u_002756,2026-01-27,2026-01-31
u_002757,2026-01-27,2026-02-28
u_002758,2026-01-27,
u_002759,2026-01-28,
u_002760,2026-01-28,2026-01-31
u_002761,2026-01-28,
u_002762,2026-01-29,2026-02-10
u_002763,2026-01-29,2026-01-30
u_002764,2026-01-29,2026-02-02
u_002765,2026-01-29,
u_002766,2026-01-29,2026-01-29
u_002767,2026-01-29,
u_002768,2026-01-30,
u_002769,2026-01-30,2026-02-09
u_002770,2026-01-30,
u_002771,2026-01-30,2026-01-31
u_002772,2026-01-30,
u_002773,2026-01-31,2026-01-31
u_002774,2026-01-31,2026-02-14
u_002775,2026-01-31,
u_002776,2026-01-31,
u_002777,2026-01-31,2026-03-01
u_002778,2026-01-31,
u_002779,2026-01-31,
u_002780,2026-01-31,
u_002781,2026-01-31,
u_002782,2026-02-01,2026-02-04
u_002783,2026-02-01,
u_002784,2026-02-01,
u_002785,2026-02-01,2026-02-09
u_002786,2026-02-01,
u_002787,2026-02-01,2026-02-25
u_002788,2026-02-02,
u_002789,2026-02-02,
u_002790,2026-02-02,
u_002791,2026-02-02,2026-02-04
u_002792,2026-02-02,2026-02-04
u_002793,2026-02-02,
u_002794,2026-02-03,
u_002795,2026-02-03,2026-02-10
u_002796,2026-02-03,
u_002797,2026-02-03,2026-02-17
u_002798,2026-02-03,2026-02-13
u_002799,2026-02-04,
u_002800,2026-02-04,
u_002801,2026-02-04,2026-02-05
u_002802,2026-02-05,
u_002803,2026-02-05,2026-02-09
u_002804,2026-02-06,
u_002805,2026-02-06,2026-02-23
u_002806,2026-02-06,2026-02-13
u_002807,2026-02-06,
u_002808,2026-02-07,
u_002809,2026-02-07,
u_002810,2026-02-08,
u_002811,2026-02-08,
u_002812,2026-02-08,2026-02-11
u_002813,2026-02-09,2026-02-25
u_002814,2026-02-09,2026-02-12
u_002815,2026-02-09,
u_002816,2026-02-09,
u_002817,2026-02-10,
u_002818,2026-02-10,
u_002819,2026-02-10,2026-02-12
u_002820,2026-02-10,
u_002821,2026-02-11,2026-02-15
u_002822,2026-02-11,2026-02-18
u_002823,2026-02-11,2026-02-26
u_002824,2026-02-11,2026-02-24
u_002825,2026-02-11,2026-02-17
u_002826,2026-02-12,2026-02-15
u_002827,2026-02-12,
u_002828,2026-02-13,
u_002829,2026-02-14,
u_002830,2026-02-14,
u_002831,2026-02-14,
u_002832,2026-02-14,2026-03-09
u_002833,2026-02-14,
u_002834,2026-02-15,2026-02-26
u_002835,2026-02-15,
u_002836,2026-02-15,
u_002837,2026-02-15,
u_002838,2026-02-15,2026-02-24
u_002839,2026-02-16,2026-02-19
u_002840,2026-02-16,
u_002841,2026-02-17,
u_002842,2026-02-17,
u_002843,2026-02-17,
u_002844,2026-02-17,2026-02-20
u_002845,2026-02-17,
u_002846,2026-02-17,
u_002847,2026-02-18,2026-02-23
u_002848,2026-02-18,2026-02-20
u_002849,2026-02-19,2026-03-14
u_002850,2026-02-19,2026-03-02
u_002851,2026-02-19,
u_002852,2026-02-19,2026-02-19
u_002853,2026-02-19,2026-03-18
u_002854,2026-02-20,
u_002855,2026-02-20,
u_002856,2026-02-20,
u_002857,2026-02-20,
u_002858,2026-02-20,2026-02-26
u_002859,2026-02-21,
u_002860,2026-02-21,
u_002861,2026-02-21,
u_002862,2026-02-21,
u_002863,2026-02-21,2026-02-22
u_002864,2026-02-21,
u_002865,2026-02-21,2026-03-17
u_002866,2026-02-22,
u_002867,2026-02-23,
u_002868,2026-02-23,
u_002869,2026-02-23,
u_002870,2026-02-24,
u_002871,2026-02-24,2026-02-25
u_002872,2026-02-24,
u_002873,2026-02-24,
u_002874,2026-02-24,
u_002875,2026-02-25,2026-03-03
u_002876,2026-02-27,2026-03-17
u_002877,2026-02-27,2026-03-05
u_002878,2026-02-27,2026-03-04
u_002879,2026-02-27,
u_002880,2026-02-27,2026-03-04
u_002881,2026-02-28,2026-02-28
u_002882,2026-02-28,2026-03-02
u_002883,2026-02-28,
u_002884,2026-02-28,
u_002885,2026-03-01,2026-03-01
u_002886,2026-03-01,2026-03-06
u_002887,2026-03-01,
u_002888,2026-03-01,2026-03-07
u_002889,2026-03-01,2026-03-10
u_002890,2026-03-01,
u_002891,2026-03-01,2026-03-07
u_002892,2026-03-02,
u_002893,2026-03-02,
u_002894,2026-03-02,2026-03-05
u_002895,2026-03-03,
u_002896,2026-03-03,
u_002897,2026-03-03,2026-03-24
u_002898,2026-03-03,2026-03-07
u_002899,2026-03-03,
u_002900,2026-03-03,
u_002901,2026-03-04,2026-03-13
u_002902,2026-03-04,2026-03-05
u_002903,2026-03-05,
u_002904,2026-03-05,2026-03-10
u_002905,2026-03-05,2026-03-11
u_002906,2026-03-05,
u_002907,2026-03-05,2026-03-08
u_002908,2026-03-05,2026-03-17
u_002909,2026-03-06,2026-03-08
u_002910,2026-03-06,
u_002911,2026-03-06,
u_002912,2026-03-06,
u_002913,2026-03-07,2026-03-10
u_002914,2026-03-07,2026-03-13
u_002915,2026-03-07,
u_002916,2026-03-07,
u_002917,2026-03-08,2026-03-18
u_002918,2026-03-09,2026-03-18
u_002919,2026-03-09,
u_002920,2026-03-09,2026-03-15
u_002921,2026-03-09,2026-03-31
u_002922,2026-03-09,
u_002923,2026-03-09,2026-03-12
u_002924,2026-03-09,2026-03-15
u_002925,2026-03-09,2026-03-12
u_002926,2026-03-10,2026-03-20
u_002927,2026-03-10,
u_002928,2026-03-10,
u_002929,2026-03-10,2026-03-21
u_002930,2026-03-10,2026-03-19
u_002931,2026-03-11,2026-03-15
u_002932,2026-03-12,2026-03-19
u_002933,2026-03-12,2026-03-19
u_002934,2026-03-12,2026-03-12
u_002935,2026-03-13,2026-03-20
u_002936,2026-03-13,
u_002937,2026-03-13,2026-03-14
u_002938,2026-03-13,
u_002939,2026-03-13,2026-03-13
u_002940,2026-03-13,2026-03-22
u_002941,2026-03-15,
u_002942,2026-03-15,2026-03-18
u_002943,2026-03-15,2026-03-22
u_002944,2026-03-15,2026-03-21
u_002945,2026-03-15,
u_002946,2026-03-15,2026-03-17
u_002947,2026-03-15,2026-03-19
u_002948,2026-03-16,
u_002949,2026-03-16,2026-03-23
u_002950,2026-03-16,
u_002951,2026-03-16,2026-03-19
u_002952,2026-03-17,2026-03-18
u_002953,2026-03-17,2026-03-26
u_002954,2026-03-18,
u_002955,2026-03-18,2026-03-19
u_002956,2026-03-18,2026-03-25
u_002957,2026-03-18,2026-03-18
u_002958,2026-03-18,
u_002959,2026-03-18,2026-03-25
u_002960,2026-03-18,2026-03-18
u_002961,2026-03-18,2026-03-31
u_002962,2026-03-19,2026-03-19
u_002963,2026-03-20,
u_002964,2026-03-20,
u_002965,2026-03-20,2026-03-20
u_002966,2026-03-21,
u_002967,2026-03-21,2026-03-21
u_002968,2026-03-22,2026-03-25
u_002969,2026-03-22,
u_002970,2026-03-22,2026-03-30
u_002971,2026-03-22,
u_002972,2026-03-23,
u_002973,2026-03-23,
u_002974,2026-03-23,
u_002975,2026-03-24,
u_002976,2026-03-24,
u_002977,2026-03-25,
u_002978,2026-03-25,
u_002979,2026-03-25,
u_002980,2026-03-25,
u_002981,2026-03-25,
u_002982,2026-03-25,2026-03-31
u_002983,2026-03-25,2026-03-31
u_002984,2026-03-26,
u_002985,2026-03-26,
u_002986,2026-03-26,
u_002987,2026-03-26,
u_002988,2026-03-26,
u_002989,2026-03-27,
u_002990,2026-03-27,
u_002991,2026-03-27,
u_002992,2026-03-27,
u_002993,2026-03-28,2026-03-28
u_002994,2026-03-29,
u_002995,2026-03-29,2026-03-30
u_002996,2026-03-29,
u_002997,2026-03-30,
u_002998,2026-03-31,
u_002999,2026-03-31,
